hex_id,tipologia_label,morfologia_continua,espontaneo,dist_centro_km,vitalidad_vecinal,dim1,dim2,dim3,barrio_km2,pct_barrio,pct_host,div_actividad,terrazas_ext_km2,n_parques_500m,dist_mercado_km,n_mercados_500m,dist_parque_km,airbnb_ent_km2,vut_km2,renta_persona,densidad_pob_km2,log_renta,log_densidad,log_bc_mean,log_airbnb,ps,asoc_km2,socios_km2,n_asoc,n_mercadillos_1km,cv_pob,n_socios,d_asociativo,n_barrio,n_mdl,n_div,d_comercio,n_arraigo,d_arraigo,vit_comunitaria
89390ca2317ffff,Espontáneo,0.5742576184461244,1.0,6.508664052690012,0.5098071993759055,0.2435083026858352,0.630558341691742,0.6553549537501393,0.0,0.0,0.0,0.0,0.0,2.0,1.7937166476178097,0.0,0.1074969152867639,0.0,0.0,,,,,9.24860720137349,0.0,,9.23354560501279,2400.7218573033256,0.7422266800401204,1.0,,0.8181210297559345,0.7801738548980275,0.2626211969241056,0.8538950183884988,0.20528251420929455,0.4405995765072997,,,0.6103867157026636
89390cb1a1bffff,Planificado,0.5767478754328709,0.0,2.6687562026828604,0.5588989189791597,0.3671570266354619,0.630558341691742,0.6789813886102752,0.0,0.0,0.2857142857142857,1.945910149055314,0.0,2.0,0.774721850762556,0.0,0.3740829395864479,0.0,0.0,,,,,5.555315999007575,0.0,,0.0,0.0,0.32012704781009693,0.0,,0.32012704781009693,0.32012704781009693,0.2626211969241056,0.371782012704781,0.5762286860581746,0.4035439652290204,,,0.36183550651955865
89390cbab07ffff,Espontáneo,0.1692823562413893,1.0,5.703095524144593,0.6461235558527435,0.8075894349715814,0.5640254095620194,0.5667558230246293,165.9198451534643,0.4186046511627907,0.2558139534883721,3.0233298295926216,27.653307525577382,0.0,1.415868869209136,0.0,0.5496175346288031,64.52438422634724,18.435538350384924,11133.82459893048,42622.63391186354,9.317743014975612,10.6601641650837,6.796174129516389,4.1824223516276895,0.8339276908381075,18.435538350384924,1262.8343770013673,0.7800066867268473,1.0,0.06183446040196615,0.7649615513206286,0.7724841190237379,0.8144433299899699,0.8538950183884988,0.7559344700768974,0.808090939485122,0.21641791044776115,0.21641791044776115,0.5989976563188737
89390ca3673ffff,Transición,0.5122321337894341,,4.908297509921663,0.4691574724172517,0.2435083026858352,0.3317452357071213,0.8322188788587986,0.0,0.0,0.0,0.0,0.0,0.0,0.4865567532364136,1.0,0.5313646118019357,9.220820044085826,0.0,13303.0,3971.830713371178,9.495744852683906,8.287234145637022,8.156206284088288,2.3244268207039114,,9.220820044085826,64.54574030860078,0.6606486125041792,0.0,0.0298874729961021,0.6559679037111334,0.6583082581076563,0.2626211969241056,0.371782012704781,0.20528251420929455,0.27989524127939375,0.5978441127694859,0.5978441127694859,0.5120158707188454
89390ca3257ffff,Espontáneo,0.6123324010434856,1.0,6.4431443572153135,0.5324399123295813,0.7377131394182547,0.3317452357071213,0.527861361863368,46.10920744914957,0.8333333333333334,0.0,1.791759469228055,0.0,0.0,1.208509691478594,0.0,0.7938177766712678,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.32012704781009693,0.0,,0.32012704781009693,0.32012704781009693,0.6573052490805751,0.371782012704781,0.5595118689401538,0.52953304357517,,,0.42483004569263344
89390cb0dc7ffff,Planificado,0.7259964387380359,0.0,10.726867344812362,0.5877818641108511,0.8301571380809093,0.5921096623202943,0.3410787919313496,129.2310941648785,0.6086956521739131,0.217391304347826,2.8943995444300383,36.92316976139385,0.0,3.49527047075656,0.0,1.4611923919663403,36.92316976139385,0.0,26111.0,19661.47856355816,10.170111960461874,9.886467457146392,7.526124104497054,3.635562264647366,0.230765372992335,0.0,0.0,0.32012704781009693,0.0,0.3426030243980678,0.32012704781009693,0.32012704781009693,0.7823470411233701,0.371782012704781,0.7290203945168839,0.6277164827816782,0.008291873963515717,0.008291873963515717,0.3187118015184303
89390cb542fffff,Espontáneo,0.4454634826457649,1.0,11.692123041118943,0.3921672424681451,0.6338459823916193,0.3317452357071213,0.2109105093056948,18.476840786138727,0.3333333333333333,0.0,1.791759469228055,0.0,0.0,6.825706784282447,0.0,2.5774616008762745,9.238420393069363,0.0,,,,,3.9036843459392334,2.3261473492229774,,0.0,0.0,0.32012704781009693,0.0,,0.32012704781009693,0.32012704781009693,0.6044801069876296,0.371782012704781,0.5595118689401538,0.5119246628775215,,,0.4160258553438092
89390cb09abffff,Transición,0.4845374521830581,,10.104495239495591,0.3175173669155615,0.2435083026858352,0.3317452357071213,0.3772985623537279,0.0,0.0,0.0,0.0,0.0,0.0,3.990758545861869,0.0,0.8757468689179166,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.32012704781009693,1.0,,0.32012704781009693,0.32012704781009693,0.2626211969241056,0.8538950183884988,0.20528251420929455,0.4405995765072997,,,0.38036331215869834
89390cb1b4bffff,Espontáneo,0.0420953258334982,1.0,0.7452781663799967,0.918282625654742,0.8311601471079907,0.9923938482113006,0.9312938816449348,534.940218043938,0.2205323193916349,0.4220532319391635,3.802735540951117,212.1314657760444,4.0,0.0522479294421296,1.0,0.2994651987967937,2379.561659574759,64.56175045357872,19313.310927327115,41546.63688538416,9.868549822523066,10.634595924668233,9.498320888864043,7.775091730241892,0.5951230841917423,110.67728649184924,30371.692034804964,0.9949849548645938,4.0,0.03333767567709124,0.9786024740889334,0.9867937144767636,0.9518555667001003,0.9981611501170177,0.9358074222668004,0.9619413796946393,0.5323383084577115,0.5323383084577115,0.8270244675430382
89390ca2603ffff,Planificado,0.9327051224943044,0.0,2.6700709718282067,0.7105761729633345,0.8895575615736098,0.6664994984954865,0.5756714588209072,784.3752510248969,0.3307392996108949,0.2529182879377432,3.920817415949277,322.9780445396635,0.0,0.778730051093701,0.0,0.7747707368115372,378.3457093178915,0.0,28278.79588565322,35094.05881732359,10.249867540803224,10.46581562510908,9.29437662012677,5.938447951104306,0.2202826034964949,18.45588825940934,3368.1996073422047,0.8137746573052491,1.0,0.034551224892496575,0.8492143095954531,0.831494483450351,0.980608492143096,0.8538950183884988,0.9622199933132731,0.9322411679482894,0.5165837479270314,0.5165837479270314,0.7601064664418905
89390cb1d07ffff,Espontáneo,0.0861342638898037,1.0,5.073392546662796,0.6046287009175676,0.745904379806085,0.5100300902708125,0.5579516326758052,119.92374951338373,0.1830985915492957,0.0845070422535211,3.568619070606904,9.224903808721823,0.0,0.7951068626768477,0.0,0.8782740630849413,212.172787600602,55.34942285233095,14368.467174119884,43402.52508214877,9.572791304915937,10.678295939881066,8.136331549776182,5.362103046249417,0.7158125409423343,55.34942285233095,13532.933887394918,0.9675693747910398,1.0,0.05959606608360375,0.9458375125376128,0.9567034436643262,0.7716482781678369,0.8538950183884988,0.8829822801738549,0.8361751922433968,0.23548922056384747,0.23548922056384747,0.6761226188238568
