hex_id,bc_mean,bc_max,bc_sum,bc_n,log_bc_mean,log_bc_max
89390cb548bffff,0.002336245734807512,0.003520710624343341,0.021026211613267606,9,7.756728478693308,8.166702123370406
89390cb548fffff,0.0005235442070744055,0.0005235442070744055,0.0005235442070744055,1,6.262529708506572,6.262529708506572
89390cb5497ffff,0.0,0.0,0.0,1,0.0,0.0
89390cb549bffff,0.001406154631527374,0.0027415708873252892,0.005624618526109496,4,7.249324952658719,7.91665103951827
89390cb54a3ffff,0.00013718997739501417,0.00022585883027157822,0.0005487599095800567,4,4.928629386236352,5.424327930948945
89390cb54a7ffff,0.00014585628323092106,0.0003428316724505715,0.0014585628323092108,10,4.98945444345672,5.840152213343614
89390cb54abffff,0.0008814161546053679,0.0020623388200834156,0.008814161546053679,10,6.782663775348057,7.632080736175049
89390cb54afffff,0.00012535897354261518,0.0004051704925339871,0.0012535897354261519,10,4.839126852623075,6.0067730038045415
89390cb54bbffff,0.00020685836635543045,0.00021872711643159605,0.0006205750990662914,3,5.336856916779013,5.392386396588168
89390cb54d7ffff,0.0038694429409829455,0.004523480531057977,0.023216657645897674,6,8.261124234508703,8.417258049777836
